交易唯一编号,客户名称,主体名称,账户类型,本方名称,本方账户,开户行,交易时间,对手名称,对手账户,收入金额,支出金额,交易金额,账户余额,虚拟账户余额,银行备注,账户方附言,收支方向,一级标签,二级标签,三级标签,标签来源,标签置信度,命中关键词,交易渠道,来源文件名,来源行号
TX000106,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-06 18:16:00,西轮国运代理,,127063.5,,127063.5,4671771.35,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,106
TX000107,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-07 09:10:00,燃油供应公司,,,125963.69,-125963.69,4545807.66,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,107
TX000108,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-07 15:35:00,中远海运,,,59889.41,-59889.41,4485918.25,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,108
TX000109,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-07 10:35:00,西轮国运代理,,398660.54,,398660.54,4884578.79,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,109
TX000110,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-08 11:23:00,上海建工集团,,149942.99,,149942.99,5034521.78,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,110
TX000111,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-09 14:24:00,上海港务,,,222940.35,-222940.35,4811581.43,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,111
TX000112,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-09 08:31:00,江苏锦祺供应链,,99801.88,,99801.88,4911383.31,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,112
TX000113,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-10 18:50:00,燃油供应公司,,,40209.71,-40209.71,4871173.6,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,113
TX000114,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-10 14:25:00,上海港务,,,32223.56,-32223.56,4838950.04,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,114
TX000115,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-11 08:08:00,西轮国运代理,,342499.8,,342499.8,5181449.84,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,115
TX000116,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-11 09:25:00,合肥中南光电,,387946.88,,387946.88,5569396.72,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,116
TX000117,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-11 11:50:00,物流仓储乙,,,215311.04,-215311.04,5354085.68,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,117
TX000118,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-13 18:54:00,江苏锦祺供应链,,389317.26,,389317.26,5743402.94,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,118
TX000119,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-14 17:58:00,北京诚栋集成房屋,,20519.1,,20519.1,5763922.04,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,119
TX000120,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-14 16:40:00,西轮国运代理,,385725.26,,385725.26,6149647.3,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,120
TX000121,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-14 17:12:00,北京诚栋集成房屋,,57789.02,,57789.02,6207436.32,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,121
TX000122,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-15 15:17:00,江苏锦祺供应链,,20437.77,,20437.77,6227874.09,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,122
TX000123,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-15 11:01:00,上海港务,,,124073.01,-124073.01,6103801.08,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,123
TX000124,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-15 18:41:00,燃油供应公司,,,23274.09,-23274.09,6080526.99,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,124
TX000125,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-16 11:31:00,上海建工集团,,273594.92,,273594.92,6354121.91,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,125
TX000126,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-16 14:12:00,西轮国运代理,,292966.25,,292966.25,6647088.16,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,126
TX000127,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-16 11:31:00,西轮国运代理,,300869.1,,300869.1,6947957.26,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,127
TX000128,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-17 12:06:00,上海建工集团,,107707.35,,107707.35,7055664.61,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,128
TX000129,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-18 08:38:00,上海港务,,,126412.66,-126412.66,6929251.95,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,129
TX000130,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-18 17:09:00,现金,,40656.18,,40656.18,6969908.13,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,130
TX000131,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-18 13:46:00,北京诚栋集成房屋,,89959.83,,89959.83,7059867.96,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,131
TX000132,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-21 15:02:00,上海建工集团,,267937.93,,267937.93,7327805.89,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,132
TX000133,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-22 15:10:00,报关行甲,,,211390.48,-211390.48,7116415.41,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,133
TX000134,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-22 09:35:00,北京诚栋集成房屋,,126326.44,,126326.44,7242741.85,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,134
TX000135,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-23 08:45:00,西轮国运代理,,332363.03,,332363.03,7575104.88,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,135
TX000136,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-24 13:47:00,江苏锦祺供应链,,369412.44,,369412.44,7944517.32,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,136
TX000137,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-24 18:49:00,中远海运,,,161598.91,-161598.91,7782918.41,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,137
TX000138,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-24 08:16:00,合肥中南光电,,33244.67,,33244.67,7816163.08,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,138
TX000139,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-25 17:02:00,物流仓储乙,,,91376.69,-91376.69,7724786.39,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,139
TX000140,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-26 17:58:00,燃油供应公司,,,231814.74,-231814.74,7492971.65,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,140
TX000141,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-26 15:45:00,中远海运,,,15821.61,-15821.61,7477150.04,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,141
TX000142,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-27 15:08:00,报关行甲,,,199551.73,-199551.73,7277598.31,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,142
TX000143,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-27 12:52:00,上海港务,,,12089.24,-12089.24,7265509.07,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,143
TX000144,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-27 13:29:00,上海港务,,,155741.02,-155741.02,7109768.05,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,144
TX000145,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-28 10:15:00,物流仓储乙,,,28963.57,-28963.57,7080804.48,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,145
TX000146,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-28 10:27:00,北京诚栋集成房屋,,203042.16,,203042.16,7283846.64,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,146
TX000147,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-31 15:11:00,上海港务,,,33141.42,-33141.42,7250705.22,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,147
TX000148,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-03-31 11:47:00,合肥中南光电,,195151.03,,195151.03,7445856.25,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,148
TX000149,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-02 12:12:00,江苏锦祺供应链,,121713.03,,121713.03,7567569.28,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,149
TX000150,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-02 17:12:00,上海建工集团,,113229.31,,113229.31,7680798.59,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,150
TX000151,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-03 11:41:00,西轮国运代理,,397130.52,,397130.52,8077929.11,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,151
TX000152,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-03 15:56:00,报关行甲,,,247829.36,-247829.36,7830099.75,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,152
TX000153,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-04 09:03:00,燃油供应公司,,,19686.85,-19686.85,7810412.9,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,153
TX000154,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-05 16:55:00,物流仓储乙,,,56598.79,-56598.79,7753814.11,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,154
TX000155,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-06 08:06:00,西轮国运代理,,314499.32,,314499.32,8068313.43,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,155
TX000156,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-07 12:02:00,现金,,149206.29,,149206.29,8217519.72,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,156
TX000157,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-07 14:43:00,上海港务,,,205538.49,-205538.49,8011981.23,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,157
TX000158,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-08 15:35:00,现金,,49615.21,,49615.21,8061596.44,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,158
TX000159,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-08 16:09:00,合肥中南光电,,58527.35,,58527.35,8120123.79,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,159
TX000160,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-10 12:26:00,西轮国运代理,,175719.79,,175719.79,8295843.58,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,160
TX000161,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-12 13:41:00,现金,,,109379.21,-109379.21,8186464.37,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,161
TX000162,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-12 10:27:00,现金,,97393.52,,97393.52,8283857.89,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,162
TX000163,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-15 08:03:00,燃油供应公司,,,120617.5,-120617.5,8163240.39,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,163
TX000164,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-15 13:47:00,报关行甲,,,31367.47,-31367.47,8131872.92,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,164
TX000165,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-04-15 10:59:00,上海建工集团,,152219.08,,152219.08,8284092.0,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,165
